"取引No","取引日","借方勘定科目","借方補助科目","借方部門","借方取引先","借方税区分","借方インボイス","借方金額(円)","貸方勘定科目","貸方補助科目","貸方部門","貸方取引先","貸方税区分","貸方インボイス","貸方金額(円)","摘要","タグ","メモ"
"1004","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1005","2026/02/25","未払費用","給与","","","対象外","","82250","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","82250","出金 フクダ ユキコ","",""
"1006","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1007","2026/02/25","未払費用","給与","","","対象外","","36000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","36000","出金 ノジマ ユウイ　","",""
"1008","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1009","2026/02/25","未払費用","給与","","","対象外","","41000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","41000","出金 カギタニ リエ　","",""
"1010","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1011","2026/02/25","未払費用","給与","","","対象外","","98250","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","98250","出金 ウエマツ アツコ　","",""
"1012","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1013","2026/02/25","未払費用","給与","","","対象外","","124490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","124490","出金 ニシザワ チナツ　","",""
"1014","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1015","2026/02/25","未払費用","給与","","","対象外","","162062","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","162062","出金 イシマル カナ","",""
"1016","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1017","2026/02/25","未払費用","給与","","","対象外","","43250","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","43250","出金 カワカミ レナ","",""
"1018","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1061","2026/02/27","地代家賃","社宅/ヴィラーチ","","","対象外","","137000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","138100","出金 NS チンリヨウ","",""
"1061","2026/02/27","支払手数料","","","","課税仕入 10%","","220","","","","","","","","出金 NS チンリヨウ","",""
"1061","2026/02/27","支払手数料","","","","課税仕入 10%","","880","","","","","","","","出金 NS チンリヨウ","",""
"1062","2026/02/27","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","69867","売掛金","㈱ショクリュー","","","対象外","","69867","振込入金 カ)シヨクリユ-","資料不足",""
"1063","2026/02/27","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","1579776","売掛金","西村あさひ法律事務所","","","対象外","","1579776","振込入金 ニシムラアサヒホウリツジムシヨ.ガイコクホウキヨウドウジギヨウ","資料不足",""
"1064","2026/02/27","買掛金","その他（未）","","","対象外","","202334","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","202334","出金 カ)ハナエミ","",""
"1065","2026/02/27","支払手数料","","","","課税仕入 10%","","440","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","440","出金 フリコミテスウリヨウ","",""
"1066","2026/02/27","支払報酬","","","","課税仕入 10%","","99000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","239000","出金 ベンチヤ-サポ-トシヤカイホケンロウ","",""
"1066","2026/02/27","租税公課","","","","対象外","","90000","","","","","","","","ベンチャーサポート社会保険労務士法人　登録免許税","",""
"1066","2026/02/27","租税公課","","","","対象外","","50000","","","","","","","","ベンチャーサポート社会保険労務士法人　収入印紙代","",""
"1067","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1068","2026/02/27","買掛金","その他（済）","","","対象外","","44716","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","44716","出金 ササキ キコ","",""
"1069","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1070","2026/02/27","買掛金","早坂美里","","","対象外","","53874","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","53874","出金 ハヤサカ ミサト","",""
"1071","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1072","2026/02/27","買掛金","その他（済）","","","対象外","","292600","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","292600","出金 タカギ トシヒロ","",""
"1073","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1074","2026/02/27","未払金","その他","","","対象外","","33000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","33000","出金 カ) ピ-ア-ルタイムズ","",""
"1075","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1076","2026/02/27","支払報酬","","","","課税仕入 10%","","13200","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","13200","出金 ベンゴシドツトコム (カ","",""
"1077","2026/02/27","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"1078","2026/02/27","買掛金","玉利泰人","","","対象外","","245666","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","245666","出金 タマリ ヒロト","",""
"1079","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1080","2026/02/27","買掛金","PENTOLA/ﾖｼｵｶﾕｳ","","","対象外","","448232","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","448232","出金 ヨシオカ ユウ","",""
"1081","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1082","2026/02/27","買掛金","出口衛","","","対象外","","259255","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","259255","出金 デグチ マモル","",""
"1083","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1084","2026/02/27","買掛金","上野慶太","","","対象外","","278135","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","278135","出金 ウエノ ケイタ","",""
"1085","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1086","2026/02/27","買掛金","浅香太平","","","対象外","","47140","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","47140","出金 アサカ タイヘイ","",""
"1087","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1088","2026/02/27","買掛金","Curip㈱","","","対象外","","810480","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","810480","出金 クリツプ(カ","",""
"1089","2026/02/27","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1090","2026/02/27","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","380160","売掛金","綿半パートナーズ㈱","","","対象外","","380160","振込入金 ワタハンパ-トナ-ズ.カ","資料不足",""
"1091","2026/02/27","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","76004","売掛金","㈱テシード","","","対象外","","76004","振込入金 カ)テシ-ド","資料不足",""
"1092","2026/02/27","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","19800","売掛金","その他(済)","","","対象外","","19800","振込入金 ジヨブアシスタンス","",""
